"ID","Caption"
"ImageCLEFmedical_Caption_2026_valid_0","T2-weighted MRI of the brain in the sagittal plane, showing normal brain anatomy with no apparent lesions or abnormalities."
"ImageCLEFmedical_Caption_2026_valid_1","Brain MRI showing symmetrical T2 hyperintensity in the periventricular white matter, consistent with leukoencephalopathy."
"ImageCLEFmedical_Caption_2026_valid_2","MRI of the lumbar spine showing a disc herniation at L1-L2 level."
"ImageCLEFmedical_Caption_2026_valid_3","Postoperative pelvic radiograph showing hip arthroplasty with a metal implant. The yellow arrow indicates the location of a surgical screw."
"ImageCLEFmedical_Caption_2026_valid_4","Intraoperative radiograph showing two hip replacements with arrows indicating the surgical site."
"ImageCLEFmedical_Caption_2026_valid_5","Radiograph of the pelvis showing a well-defined, lytic lesion in the right acetabulum with associated bone remodeling and a distinct, radiolucent lesion."
"ImageCLEFmedical_Caption_2026_valid_6","Postoperative radiograph showing surgical fixation with screws and plate in the proximal humerus, indicating successful stabilization of a fracture."
"ImageCLEFmedical_Caption_2026_valid_7","Pelvis with both hip AP radiograph showing right femoral head fracture with surgical fixation including screws and plate."
"ImageCLEFmedical_Caption_2026_valid_8","Postoperative radiograph showing total hip replacement with a well-positioned acetabular and femoral component."
"ImageCLEFmedical_Caption_2026_valid_9","Postoperative pelvic radiograph showing hip fracture fixation with three screws in the right femoral head and two screws in the left femoral head."
"ImageCLEFmedical_Caption_2026_valid_10","Post-operative pelvic X-ray showing hip replacement with screws and implant fixation."
"ImageCLEFmedical_Caption_2026_valid_11","Postoperative pelvic radiograph showing hip replacement with screws and implant."
"ImageCLEFmedical_Caption_2026_valid_12","MRI of the knee showing a tear in the medial collateral ligament (MCL) with measurements: A = 13.96mm, B = 9.64mm, C = 11.47mm."
"ImageCLEFmedical_Caption_2026_valid_13","MRI showing a 9.16mm, 6.26mm, and 8.52mm lesion within the joint space, consistent with a large, well-defined, lobulated, oval-shaped mass."
"ImageCLEFmedical_Caption_2026_valid_14","MRI showing a large, well-defined, intracapsular mass in the knee joint, with the arrow indicating the lesion's location."
"ImageCLEFmedical_Caption_2026_valid_15","CT scan showing a right-sided pneumothorax with visible air within the pleural space."
"ImageCLEFmedical_Caption_2026_valid_16","Sagittal CT scan showing a focal area of increased density in the left lower lobe."
"ImageCLEFmedical_Caption_2026_valid_17","CT scan shows a well-defined, rounded lesion within the right lung field, consistent with a pulmonary nodule."
"ImageCLEFmedical_Caption_2026_valid_18","Transabdominal ultrasound showing gallbladder with multiple echogenic foci and a yellow arrow indicating a gallstone."
"ImageCLEFmedical_Caption_2026_valid_19","CT scan of the abdomen showing a large, well-defined mass in the right upper quadrant, likely a liver lesion or mass."
"ImageCLEFmedical_Caption_2026_valid_20","Posteroanterior chest X-ray showing a large right-sided pneumothorax with visible mediastinal shift and decreased lung volume on the right side."
"ImageCLEFmedical_Caption_2026_valid_21","Coronal CT scan of the head showing a well-defined radiopaque lesion in the maxillary arch, indicated by the red arrow."
"ImageCLEFmedical_Caption_2026_valid_22","Transverse ultrasound image of the right upper quadrant showing a hypoechoic, irregular mass with mixed color Doppler flow, measuring 2.8 x 2.2 x 2.9 cm, located in the right upper quadrant."
"ImageCLEFmedical_Caption_2026_valid_23","Cervical spine radiograph with anatomical landmarks and measurement markers for cervical lordosis analysis."
"ImageCLEFmedical_Caption_2026_valid_24","Periapical radiograph showing a root canal-treated tooth with a filled root canal and surrounding bone."
"ImageCLEFmedical_Caption_2026_valid_25","MRI showing intracranial lesion with arrow pointing to the midline structure."
"ImageCLEFmedical_Caption_2026_valid_26","Transvaginal ultrasound image showing a large, dark, hypoechoic mass with irregular borders, consistent with a complex ovarian lesion."
"ImageCLEFmedical_Caption_2026_valid_27","Transverse ultrasound image of the bladder with a 7.9 cm diameter hypoechoic lesion (arrow)."
"ImageCLEFmedical_Caption_2026_valid_28","CT scan showing a large, centrally located intramural diverticulum with surrounding bowel loops and air-fluid levels."
"ImageCLEFmedical_Caption_2026_valid_29","Transabdominal ultrasound showing a complex pelvic mass with heterogeneous echogenicity and multiple vascular structures."
"ImageCLEFmedical_Caption_2026_valid_30","Chest X-ray showing a large, well-defined, right-sided lung mass with mediastinal shift and compression of the left lung."
"ImageCLEFmedical_Caption_2026_valid_31","PET-CT scan showing hypermetabolic lesion in the liver consistent with hepatocellular carcinoma."
"ImageCLEFmedical_Caption_2026_valid_32","Normal pediatric chest radiograph with no significant pathologies."
"ImageCLEFmedical_Caption_2026_valid_33","Echocardiogram showing intracardiac shunt with color Doppler flow: red arrow indicates flow toward the left atrium, blue arrow indicates flow toward the right atrium."
"ImageCLEFmedical_Caption_2026_valid_34","CT scan showing a large right-sided lung mass with central airway obstruction and mediastinal shift."
"ImageCLEFmedical_Caption_2026_valid_35","Axial brain CT scan showing a hyperdense lesion in the right parietal lobe, consistent with a cerebral hemorrhage."
"ImageCLEFmedical_Caption_2026_valid_36","Brain CT scan revealing a large intracerebral hemorrhage in the left parietal lobe, with surrounding edema and midline shift."
"ImageCLEFmedical_Caption_2026_valid_37","A 6-month-old child with bilateral pulmonary infiltrates and a mediastinal mass, consistent with bronchiolitis and a mediastinal tumor."
"ImageCLEFmedical_Caption_2026_valid_38","Ultrasound image showing a hypoechoic mass with a central hyperechoic area, indicated by arrows."
"ImageCLEFmedical_Caption_2026_valid_39","Transvaginal ultrasound image showing a well-defined, fluid-filled ovarian cyst with Doppler flow signal."
"ImageCLEFmedical_Caption_2026_valid_40","Axial MRI showing a well-circumscribed, hyperintense lesion in the right parotid gland, consistent with a benign tumor."
"ImageCLEFmedical_Caption_2026_valid_41","CT scan of the neck showing a large, well-defined, heterogeneous mass in the right cervical region, consistent with a lymph node metastasis or primary tumor."
"ImageCLEFmedical_Caption_2026_valid_42","Abdominal radiograph showing bilateral hydronephrosis and dilated renal pelvis."
"ImageCLEFmedical_Caption_2026_valid_43","Radiograph showing a pediatric patient with a chest tube and a feeding tube in place, with the tube tip positioned near the cardiac silhouette."
"ImageCLEFmedical_Caption_2026_valid_44","CT scan showing a large, well-defined pulmonary nodule in the right lower lobe (blue outline) and a smaller, irregularly shaped lesion in the left lower lobe (yellow outline)."
"ImageCLEFmedical_Caption_2026_valid_45","CT scan of the abdomen showing a large, complex mass in the right upper quadrant with multiple small calcifications and surrounding bowel loops."
"ImageCLEFmedical_Caption_2026_valid_46","CT scan of the abdomen showing multiple bowel loops with air-fluid levels and suspected obstruction."
"ImageCLEFmedical_Caption_2026_valid_47","Postoperative radiograph of the knee showing a tibial plateau and distal femoral implant. The image includes a measurement line (A) from the distal femur to the tibial plateau, indicating alignment or angle assessment."
"ImageCLEFmedical_Caption_2026_valid_48","Intravenous urography showing a double J stent in situ, with contrast-enhanced visualization of the urinary tract and renal pelvis."
"ImageCLEFmedical_Caption_2026_valid_49","Axial CT scan of the thorax showing bilateral lung fields with mediastinal structures and vertebral body."
"ImageCLEFmedical_Caption_2026_valid_50","A 35-year-old male with a 2-month history of progressive dyspnea and chest pain, showing a large right-sided pleural effusion with a focal area of consolidation and mediastinal shift."
"ImageCLEFmedical_Caption_2026_valid_51","Chest X-ray showing a patient with a suspected pneumothorax, indicated by the blue arrows pointing to the right upper lung field."
"ImageCLEFmedical_Caption_2026_valid_52","CT scan showing bilateral pulmonary infiltrates with ground-glass opacities and interstitial changes, consistent with viral pneumonia."
"ImageCLEFmedical_Caption_2026_valid_53","Color Doppler ultrasound image showing a large, turbulent intracardiac mass with high-velocity flow, consistent with a thrombus or tumor."
"ImageCLEFmedical_Caption_2026_valid_54","Chest X-ray showing cardiomegaly with enlarged heart silhouette and increased cardiac shadow."
"ImageCLEFmedical_Caption_2026_valid_55","Color Doppler echocardiogram showing a large intracardiac thrombus with turbulent flow patterns."
"ImageCLEFmedical_Caption_2026_valid_56","MRI showing a large cystic lesion with internal septations and a small communicating fistula (arrows)."
"ImageCLEFmedical_Caption_2026_valid_57","MRI showing a large intracavitary mass with multiple arrows indicating its extent."
"ImageCLEFmedical_Caption_2026_valid_58","Radiograph showing a cardiac pacemaker with lead placement, indicated by the green arrow, within the thoracic cavity."
"ImageCLEFmedical_Caption_2026_valid_59","Lateral chest X-ray showing multiple pulmonary nodules with associated calcifications."
"ImageCLEFmedical_Caption_2026_valid_60","Radiographic image showing a dental anomaly, indicated by the arrow, within the mandibular arch."
"ImageCLEFmedical_Caption_2026_valid_61","Panoramic radiograph showing dental and alveolar bone structure."
"ImageCLEFmedical_Caption_2026_valid_62","Radiograph of a dog with a suspected thoracic spinal cord tumor, indicated by the white arrows."
"ImageCLEFmedical_Caption_2026_valid_63","Radiograph of a dog with a large, well-defined radiopaque mass in the maxillary region, measuring 55.66mm in length and 28.15mm in width."
"ImageCLEFmedical_Caption_2026_valid_64","Radiograph showing multipleodontoclastic lesions in the mandibular region, with arrowheads indicating areas of bone loss and tooth root resorption."
"ImageCLEFmedical_Caption_2026_valid_65","Panoramic radiograph revealing multiple periapical radiolucent lesions in the mandibular region."
"ImageCLEFmedical_Caption_2026_valid_66","CT scan showing a large mediastinal mass (red arrow) compressing the heart and great vessels, with a white arrow indicating a nearby air-filled structure, likely a bronchus or vascular structure."
"ImageCLEFmedical_Caption_2026_valid_67","Thoracic spine radiograph showing a large, well-defined, lytic lesion in the vertebral body with a distinct border, consistent with a vertebral osteomyelitis or metastatic lesion."
"ImageCLEFmedical_Caption_2026_valid_68","Axial brain MRI showing bilateral symmetric hyperintense lesions in the cerebellar hemispheres (arrows), consistent with cerebellar atrophy or demyelinating process."
"ImageCLEFmedical_Caption_2026_valid_69","CT scan showing mediastinal lymphadenopathy with associated pleural effusion and pericardial effusion."
"ImageCLEFmedical_Caption_2026_valid_70","Posteroanterior chest radiograph showing a well-defined, dense, lobulated mass in the right upper lobe with a central air-filled cavity."
"ImageCLEFmedical_Caption_2026_valid_71","CT scan showing a large, centrally located pulmonary nodule with surrounding ground-glass opacification and air bronchogram."
"ImageCLEFmedical_Caption_2026_valid_72","CT scan showing a small, well-defined intravesical mass in the left lower urinary tract, indicated by the red arrow."
"ImageCLEFmedical_Caption_2026_valid_73","Intraoperative radiograph showing the placement of a stent within the ureter, indicated by the red arrow."
"ImageCLEFmedical_Caption_2026_valid_74","CT scan of the pelvis showing a small, well-defined, hyperdense intracavitary foreign body (arrow) within the pelvic cavity."
"ImageCLEFmedical_Caption_2026_valid_75","Echocardiogram showing right atrium (RA) and right ventricle (RV) with a patent foramen ovale (PE) indicated by the yellow arrow."
"ImageCLEFmedical_Caption_2026_valid_76","Popliteal artery aneurysm with associated thrombus."
"ImageCLEFmedical_Caption_2026_valid_77","Abdominal radiograph showing a centrally placed feeding tube with visible distal tip in the gastric region."
"ImageCLEFmedical_Caption_2026_valid_78","Abnormality in the right upper quadrant with air-fluid levels and bowel gas pattern."
"ImageCLEFmedical_Caption_2026_valid_79","CT scan showing a large mediastinal mass extending from the neck down to the abdomen, with labeled regions A, B, and C indicating the extent of the lesion."
"ImageCLEFmedical_Caption_2026_valid_80","Abdominal radiograph showing a long, thin, curved metallic foreign body (likely a surgical clip or wire) extending from the lower abdomen, passing through the pelvis, and terminating near the bladder."
"ImageCLEFmedical_Caption_2026_valid_81","CT scan of the abdomen and pelvis showing a 179 mm tumor with a 129 mm diameter, located in the right upper quadrant."
"ImageCLEFmedical_Caption_2026_valid_82","Axial CT scan showing a 144 mm pancreatic mass with a 133 mm diameter measurement, located in the retroperitoneal space."
"ImageCLEFmedical_Caption_2026_valid_83","CT scan showing a 2.5 cm lung nodule in the right lower lobe with associated ground-glass opacity."
"ImageCLEFmedical_Caption_2026_valid_84","Ultrasound image with color Doppler showing a hypoechoic mass with internal vascularity and a central hyperechoic area."
"ImageCLEFmedical_Caption_2026_valid_85","CT scan of the neck showing a large, well-defined, lobulated mass in the supraglottic region with extension into the supraventricular space."
"ImageCLEFmedical_Caption_2026_valid_86","Lymphadenopathy with central airway obstruction."
"ImageCLEFmedical_Caption_2026_valid_87","Transvaginal ultrasound image showing a 26.0 mm complex ovarian lesion with heterogeneous internal structure."
"ImageCLEFmedical_Caption_2026_valid_88","MRI reveals cervical spine cord compression with associated cervical radiculopathy."
"ImageCLEFmedical_Caption_2026_valid_89","Axial MRI of the cervical spine. The arrow indicates a cervical spine lesion with associated vertebral body collapse."
"ImageCLEFmedical_Caption_2026_valid_90","Cervical spinal cord MRI showing a large intramedullary lesion at C5-C6 level, with marked signal intensity and mass effect."
"ImageCLEFmedical_Caption_2026_valid_91","Ultrasound image showing a vitreous body with a hypoechoic lesion (yellow arrow)."
"ImageCLEFmedical_Caption_2026_valid_92","CT scan showing a large hepatic mass with central necrosis and a surrounding rim of enhancement, consistent with hepatocellular carcinoma."
"ImageCLEFmedical_Caption_2026_valid_93","Postoperative lateral radiograph showing a knee with internal fixation hardware, including a plate and screws, and a cardiac pacemaker in the upper abdomen region."
"ImageCLEFmedical_Caption_2026_valid_94","MRI of the pelvis showing a large, well-defined, heterogeneous lesion in the right hip region, consistent with a benign or malignant lesion."
"ImageCLEFmedical_Caption_2026_valid_95","MRI showing extensive pelvic mass with heterogeneous signal intensity, likely representing a complex tumor with both solid and cystic components."
"ImageCLEFmedical_Caption_2026_valid_96","CT scan showing a large pelvic mass (arrow) with associated gas and fluid collections, consistent with acute appendicitis."
"ImageCLEFmedical_Caption_2026_valid_97","CT scan showing a large, well-defined renal mass with central necrosis and peripheral enhancement, indicated by the arrow."
"ImageCLEFmedical_Caption_2026_valid_98","CT scan of the abdomen showing a large, well-defined, hypoattenuating lesion in the right adrenal region, consistent with an adrenal cyst or tumor."
"ImageCLEFmedical_Caption_2026_valid_99","CT scan showing a large renal mass (blue arrow) with heterogeneous density and possible central necrosis."
"ImageCLEFmedical_Caption_2026_valid_100","Echocardiogram showing a large, mobile thrombus within the left atrium, consistent with atrial fibrillation."
"ImageCLEFmedical_Caption_2026_valid_101","CT abdomen with contrast: focal dilatation of pancreatic duct (arrow) with surrounding pancreatic parenchyma."
"ImageCLEFmedical_Caption_2026_valid_102","Chest CT showing bilateral lung consolidation with air trapping."
"ImageCLEFmedical_Caption_2026_valid_103","CT scan showing a large right-sided pleural effusion with a thin, well-defined, and slightly irregularly shaped pleural thickening (arrow)."
"ImageCLEFmedical_Caption_2026_valid_104","Chest X-ray revealing bilateral lower lobe infiltrates with associated pleural effusions and a blue arrow indicating a right-sided pneumothorax."
"ImageCLEFmedical_Caption_2026_valid_105","Radiographic image showing cardiomegaly and increased pulmonary vascular markings."
"ImageCLEFmedical_Caption_2026_valid_106","CT scan showing a 8.01 cm diameter renal mass with heterogeneous enhancement, consistent with a complex renal tumor."
"ImageCLEFmedical_Caption_2026_valid_107","CT simulation for radiation therapy: target volume (red), planning target volume (blue), and organ at risk (green) delineated for left upper lobe lung cancer."
"ImageCLEFmedical_Caption_2026_valid_108","PET/CT scan showing metastatic disease in the thoracic and abdominal regions."
"ImageCLEFmedical_Caption_2026_valid_109","PET/CT scan showing a 1.5 cm metastatic lesion in the pelvic region with high radiotracer uptake (SUV 10.0)."
"ImageCLEFmedical_Caption_2026_valid_110","PET/CT scan showing a focal area of high metabolic activity in the mediastinum, suggestive of a tumor or infection."
"ImageCLEFmedical_Caption_2026_valid_111","CT scan shows a large, well-circumscribed hepatic lesion with a central area of low attenuation, consistent with a hepatic cyst."
"ImageCLEFmedical_Caption_2026_valid_112","CT scan showing the right cervical lymph node (arrow) with enlarged size and increased density, consistent with metastatic disease."
"ImageCLEFmedical_Caption_2026_valid_113","CT scan showing a large mediastinal mass with central necrosis and peripheral enhancement."
"ImageCLEFmedical_Caption_2026_valid_114","Axial brain MRI showing two small hyperintense lesions in the right cerebellar hemisphere, consistent with acute cerebellar hemorrhage."
"ImageCLEFmedical_Caption_2026_valid_115","Axial T1-weighted MRI showing a well-defined, hypointense lesion in the posterior fossa, consistent with a cerebellar tumor."
"ImageCLEFmedical_Caption_2026_valid_116","MRI brain showing symmetrical hyperintense signal in bilateral cerebral hemispheres, consistent with diffuse cerebral edema."
"ImageCLEFmedical_Caption_2026_valid_117","Coronal MRI demonstrating a large, heterogeneous mass in the right upper quadrant with multiple arrows indicating areas of significant signal intensity and potential necrosis or hemorrhage."
"ImageCLEFmedical_Caption_2026_valid_118","Supine portable radiograph showing two red lines indicating the location of a foreign body or device within the abdominal region."
"ImageCLEFmedical_Caption_2026_valid_119","Transvaginal ultrasound showing a 1 cm myometrial lesion (Full) with a 1 cm diameter (D) within the myometrium, adjacent to the bladder and fetal head."
"ImageCLEFmedical_Caption_2026_valid_120","Chest X-ray showing a patient with a central venous catheter and two arrows pointing to areas of suspected fluid accumulation or potential complications in the thoracic cavity."
